Sentence text,Aspect text,Aspect position,Polarity,Position
a restaurant that doesn t try to do anything except serve great food with great service in a pleasant atmosphere,atmosphere,"[19, 20]",positive,418
no gimmicks here the food speaks for itself in its freshness and preparation,food,"[4, 5]",positive,419
the dining room is quietly elegant with no music to shout over how refreshing,dining room,"[1, 3]",positive,420
the service was impeccable and unobtrusive the staff knows what they are there to do to know their menu present your meal and attend to your needs,service,"[1, 2]",positive,421
the service was impeccable and unobtrusive the staff knows what they are there to do to know their menu present your meal and attend to your needs,staff,"[7, 8]",positive,422
looking around i saw a room full of new yorkers enjoying a real meal in a real restaurant not a clubhouse of the fabulous trying to be seen,meal,"[13, 14]",positive,423
looking around i saw a room full of new yorkers enjoying a real meal in a real restaurant not a clubhouse of the fabulous trying to be seen,restaurant,"[17, 18]",positive,424
the view is breathtaking the service is top notch the ambiance is wonderfull,view,"[1, 2]",positive,425
the view is breathtaking the service is top notch the ambiance is wonderfull,service,"[5, 6]",positive,426
the view is breathtaking the service is top notch the ambiance is wonderfull,ambiance,"[10, 11]",positive,427
the staff offers impeccable service,staff,"[1, 2]",positive,428
i had lobster bisque it has 2 oz of maine lobster in it,lobster bisque,"[2, 4]",positive,429
my boyfriend had the new england chowder it was good but i think the award should go to the lobster bisque,new england chowder,"[4, 7]",positive,430
my boyfriend had the new england chowder it was good but i think the award should go to the lobster bisque,lobster bisque,"[19, 21]",positive,431
my boyfriend had prime rib it was good,prime rib,"[3, 5]",positive,432
we didn t want a bottle of bubbly on a weekday so we each got little bottles of korbett it was just enough,bottles of korbett,"[16, 19]",positive,433
my wife and i ate here earlier this week and have not stopped ranting and raving about the food,food,"[18, 19]",positive,434
if you like spicy food get the chicken vindaloo,chicken vindaloo,"[7, 9]",positive,435
go to volare for 1st class service and terrific food,service,"[6, 7]",positive,436
go to volare for 1st class service and terrific food,food,"[9, 10]",positive,437
the portions are large and the servers always surprise us with a different starter,portions,"[1, 2]",positive,438
the portions are large and the servers always surprise us with a different starter,servers,"[6, 7]",positive,439
the wine list is excellent,wine list,"[1, 3]",positive,440
the food is amazing especially if you get the chef s tasting menu and your favourite bottle or two of wine from an extensive selection of wines,food,"[1, 2]",positive,441
the food is amazing especially if you get the chef s tasting menu and your favourite bottle or two of wine from an extensive selection of wines,selection of wines,"[24, 27]",positive,442
the food is amazing especially if you get the chef s tasting menu and your favourite bottle or two of wine from an extensive selection of wines,chef s tasting menu,"[9, 13]",positive,443
the place is small and intimate and you may feel a little crowded but the service is excellent and it s great for friends out a romantic date or a special occassion,service,"[15, 16]",positive,444
the place is small and intimate and you may feel a little crowded but the service is excellent and it s great for friends out a romantic date or a special occassion,place,"[1, 2]",negative,445
the place is small and intimate and you may feel a little crowded but the service is excellent and it s great for friends out a romantic date or a special occassion,place,"[1, 2]",positive,446
the food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don t like,food,"[1, 2]",negative,447
the food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don t like,prixe fixe tasting menu,"[7, 11]",positive,448
the food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don t like,prixe fixe tasting menu,"[7, 11]",positive,449
with the exception of our lemon salad that had so much pepper on it that our eyes started watering the food here was decent not great,food,"[20, 21]",neutral,450
with the exception of our lemon salad that had so much pepper on it that our eyes started watering the food here was decent not great,lemon salad,"[5, 7]",negative,451
the menu is very limited i think we counted 4 or 5 entrees,menu,"[1, 2]",negative,452
we ordered the special grilled branzino that was so infused with bone it was difficult to eat,grilled branzino,"[4, 6]",negative,453
the decor in this place is very diner ish and the kind of place you expect in the east village not romantic just simple small and sparse,decor,"[1, 2]",neutral,454
problem is nothing at prune is particularly memorable,prune,"[4, 5]",negative,455
this place is so much fun,place,"[1, 2]",positive,456
our family never expected such incredible entertainment in a restaurant,restaurant,"[9, 10]",positive,457
our food was great too,food,"[1, 2]",positive,458
and really large portions,portions,"[3, 4]",positive,459
the staff was the friendliest that have seen in new york,staff,"[1, 2]",positive,460
if you want something really different than try jekyll and hyde,jekyll and hyde,"[8, 11]",positive,461
the food was pretty tradional but it was hot and good with large portions,food,"[1, 2]",positive,462
the food was pretty tradional but it was hot and good with large portions,portions,"[13, 14]",positive,463
the place is a lot of fun,place,"[1, 2]",positive,464
the characters really make for an enjoyable experience,characters,"[1, 2]",positive,465
the food however is what one might expect,food,"[1, 2]",negative,466
however i think jeckll and hydes t is one of those places that is fun to do once,jeckll and hydes,"[3, 6]",positive,467
service was slow had to wait to order and get food although not crowded,service,"[0, 1]",negative,468
drinks way over priced,drinks,"[0, 1]",negative,469
food was good not great not worth the wait or another visit,food,"[0, 1]",neutral,470
great pizza for lunch place,pizza,"[1, 2]",positive,471
service was quick,service,"[0, 1]",positive,472
the pizza was great,pizza,"[1, 2]",positive,473
have the iced tea,iced tea,"[2, 4]",positive,474
whenever you need a sushi fix mizu will be there with quality fish and great service,fish,"[12, 13]",positive,475
whenever you need a sushi fix mizu will be there with quality fish and great service,service,"[15, 16]",positive,476
delivery is fast too,delivery,"[0, 1]",positive,477
great friendly service fast seating fast delivery excellent sushi,service,"[2, 3]",positive,478
great friendly service fast seating fast delivery excellent sushi,seating,"[4, 5]",positive,479
great friendly service fast seating fast delivery excellent sushi,delivery,"[6, 7]",positive,480
great friendly service fast seating fast delivery excellent sushi,sushi,"[8, 9]",positive,481
ess a bagel either by sty town or midtown is by far the best bagel in ny,bagel,"[2, 3]",positive,482
the bagels always warm soft on the inside crispy on the outside and enormous in size,bagels,"[1, 2]",positive,483
the bagels always warm soft on the inside crispy on the outside and enormous in size,bagels,"[1, 2]",positive,484
they have a huge selection of different cream cheeses and all of their salads are great,salads,"[13, 14]",positive,485
they have a huge selection of different cream cheeses and all of their salads are great,cream cheeses,"[7, 9]",positive,486
the lox is always fresh too,lox,"[1, 2]",positive,487
not impressed with the food,food,"[4, 5]",negative,488
prices too high for this cramped and unappealing resturant,resturant,"[8, 9]",negative,489
prices too high for this cramped and unappealing resturant,resturant,"[8, 9]",negative,490
zero ambiance to boot,ambiance,"[1, 2]",negative,491
i thought this place was totally overrated,place,"[3, 4]",negative,492
the ambience was nice but service wasn t so great,ambience,"[1, 2]",positive,493
the ambience was nice but service wasn t so great,service,"[5, 6]",negative,494
this is the best shabu shabu restaurant in the try state area,shabu shabu restaurant,"[4, 7]",positive,495
i have lived in japan for 7 years and the taste of the food and the feel of the restaurant is like being back in japan,food,"[13, 14]",positive,496
i have lived in japan for 7 years and the taste of the food and the feel of the restaurant is like being back in japan,feel,"[16, 17]",positive,497
thius is a must for anyone who loves shabu shabu,shabu shabu,"[8, 10]",positive,498
the atmosphere is nothing special but it feels like a sushi establishment in tokyo,atmosphere,"[1, 2]",positive,499
the owner and staff are all japanese as well and that adds to the entire ambiance,owner,"[1, 2]",positive,500
the owner and staff are all japanese as well and that adds to the entire ambiance,staff,"[3, 4]",positive,501
the owner and staff are all japanese as well and that adds to the entire ambiance,ambiance,"[15, 16]",positive,502
despite a slightly limited menu everything prepared is done to perfection ultra fresh and a work of food art,menu,"[4, 5]",negative,503
taxan delicious,taxan,"[0, 1]",positive,504
the prices were cheap compared to the quality of service and food,service,"[9, 10]",positive,505
the prices were cheap compared to the quality of service and food,food,"[11, 12]",positive,506
the location and ambience is ok but the food is what makes up for it,location,"[1, 2]",neutral,507
the location and ambience is ok but the food is what makes up for it,ambience,"[3, 4]",neutral,508
the location and ambience is ok but the food is what makes up for it,food,"[8, 9]",positive,509
try green curry with vegetables,green curry with vegetables,"[1, 5]",positive,510
the service is ok some of the people didn t get what they asked for,service,"[1, 2]",neutral,511
i had the best ravioli ever,ravioli,"[4, 5]",positive,512
the wine the service was very good too,wine,"[1, 2]",positive,513
the wine the service was very good too,service,"[3, 4]",positive,514
this quaint and romantic trattoria is at the top of my manhattan restaurant list,trattoria,"[4, 5]",positive,515
this quaint and romantic trattoria is at the top of my manhattan restaurant list,trattoria,"[4, 5]",positive,516
the food is delicious from the specials to the regular menu fare the dishes are never a disappointment,food,"[1, 2]",positive,517
the food is delicious from the specials to the regular menu fare the dishes are never a disappointment,dishes,"[13, 14]",positive,518
the food is delicious from the specials to the regular menu fare the dishes are never a disappointment,specials,"[6, 7]",positive,519
the food is delicious from the specials to the regular menu fare the dishes are never a disappointment,regular menu fare,"[9, 12]",positive,520
whether it s the parmesean porcini souffle or the lamb glazed with balsamic vinegar you will surely be transported to northern italy with one bite,parmesean porcini souffle,"[4, 7]",positive,521
whether it s the parmesean porcini souffle or the lamb glazed with balsamic vinegar you will surely be transported to northern italy with one bite,lamb glazed with balsamic vinegar,"[9, 14]",positive,522
although the tables may be closely situated the candle light food quality and service overcompensate,candle light,"[8, 10]",positive,523
although the tables may be closely situated the candle light food quality and service overcompensate,food,"[10, 11]",positive,524
although the tables may be closely situated the candle light food quality and service overcompensate,service,"[13, 14]",positive,525
although the tables may be closely situated the candle light food quality and service overcompensate,tables,"[2, 3]",negative,526
i have known about this secret for the last 13 years emilio the godfather has continued to serve food and wine for the gods at mortal prices,food,"[18, 19]",positive,527
i have known about this secret for the last 13 years emilio the godfather has continued to serve food and wine for the gods at mortal prices,wine,"[20, 21]",positive,528
i have known about this secret for the last 13 years emilio the godfather has continued to serve food and wine for the gods at mortal prices,food,"[18, 19]",positive,529
i have known about this secret for the last 13 years emilio the godfather has continued to serve food and wine for the gods at mortal prices,wine,"[20, 21]",positive,530
if you go try the marinara arrabiatta sauce the mozzarella en carozza is mmmmmmmm everything is just delicious,marinara arrabiatta sauce,"[5, 8]",positive,531
if you go try the marinara arrabiatta sauce the mozzarella en carozza is mmmmmmmm everything is just delicious,mozzarella en carozza,"[9, 12]",positive,532
check out the secret back room,back room,"[4, 6]",positive,533
thank you emilio,emilio,"[2, 3]",positive,534
i found the food service and value exceptional everytime i have been there,food,"[3, 4]",positive,535
i found the food service and value exceptional everytime i have been there,service,"[4, 5]",positive,536
the food was authentic,food,"[1, 2]",positive,537
the service was excellent friendly and attentive,service,"[1, 2]",positive,538
very good wine choices,wine choices,"[2, 4]",positive,539
who has room for cheesesticks with the best pizza in nyc,pizza,"[8, 9]",positive,540
get the pepperoni yum and a family style salad,pepperoni,"[2, 3]",positive,541
get the pepperoni yum and a family style salad,family style salad,"[6, 9]",positive,542
great staff,staff,"[1, 2]",positive,543
always great service,service,"[2, 3]",positive,544
the food is good i can t lie,food,"[1, 2]",positive,545
but the staff was so horrible to us,staff,"[2, 3]",negative,546
the hostess and the waitress were incredibly rude and did everything they could to rush us out,hostess,"[1, 2]",negative,547
the hostess and the waitress were incredibly rude and did everything they could to rush us out,waitress,"[4, 5]",negative,548
we were planning to get dessert but the waitress basically through the bill at us before we had a chance to order,waitress,"[8, 9]",negative,549
this place is pricey and yes the food is worth it but the service makes you feel like you should be paying a quater of the price,place,"[1, 2]",negative,550
this place is pricey and yes the food is worth it but the service makes you feel like you should be paying a quater of the price,food,"[7, 8]",positive,551
this place is pricey and yes the food is worth it but the service makes you feel like you should be paying a quater of the price,service,"[13, 14]",negative,552
amma is nothing special,amma,"[0, 1]",neutral,553
i ate here a week ago and found most dishes average at best and too expensive,dishes,"[9, 10]",negative,554
i ate here a week ago and found most dishes average at best and too expensive,dishes,"[9, 10]",negative,555
don t dine at tamarind for the vegetarian dishes they are simply not up to par with the non veg selections,vegetarian dishes,"[7, 9]",negative,556
don t dine at tamarind for the vegetarian dishes they are simply not up to par with the non veg selections,non veg selections,"[18, 21]",positive,557
decor is nice though service can be spotty,decor,"[0, 1]",positive,558
decor is nice though service can be spotty,service,"[4, 5]",negative,559
this place is always packed,place,"[1, 2]",neutral,560
most importantly food is excellent,food,"[2, 3]",positive,561
try the sea bass,sea bass,"[2, 4]",positive,562
first of all dal bukhara rocks,dal bukhara,"[3, 5]",positive,563
i am happy i did the food was awsome,food,"[6, 7]",positive,564
and yes dal bukhara is so dam good and so are all the kababs,kababs,"[13, 14]",positive,565
and yes dal bukhara is so dam good and so are all the kababs,dal bukhara,"[2, 4]",positive,566
haru on park s is simply disgusting,haru on park s,"[0, 4]",negative,567
the fish was not fresh and the rice tasted old and stale,fish,"[1, 2]",negative,568
the fish was not fresh and the rice tasted old and stale,rice,"[7, 8]",negative,569
quite frankly this is some of the worst sushi i have ever tried,sushi,"[8, 9]",negative,570
honestly the worst sushi my husband and i had in our entire lives,sushi,"[3, 4]",negative,571
not sure why this restaurant would be rated that highly,restaurant,"[4, 5]",negative,572
the all u can eat sushi is definitely in very poor quality,all u can eat sushi,"[1, 6]",negative,573
limited menu no so fresh ingredients thinly sliced fish fall apart rice,menu,"[1, 2]",negative,574
limited menu no so fresh ingredients thinly sliced fish fall apart rice,ingredients,"[5, 6]",negative,575
limited menu no so fresh ingredients thinly sliced fish fall apart rice,fish,"[8, 9]",negative,576
limited menu no so fresh ingredients thinly sliced fish fall apart rice,rice,"[11, 12]",negative,577
the only things u could really taste are the very salty soy sauce even its low sodium the vinegar soaked rice and the scallion on top of the fish,soy sauce,"[11, 13]",negative,578
the only things u could really taste are the very salty soy sauce even its low sodium the vinegar soaked rice and the scallion on top of the fish,rice,"[20, 21]",negative,579
the waitstaffs are nice though,waitstaffs,"[1, 2]",positive,580
i have been to roth s twice and both times were very disappointing,roth s,"[4, 6]",negative,581
both times i was extremely dissappointed by the service which was boarderline rude,service,"[8, 9]",negative,582
the dinner was ok nothing i would have again,dinner,"[1, 2]",negative,583
i had their eggs benedict for brunch which were the worst in my entire life i tried removing the hollondaise sauce completely that was how failed it was,eggs benedict,"[3, 5]",negative,584
with the theater 2 blocks away we had a delicious meal in a beautiful room,meal,"[10, 11]",positive,585
with the theater 2 blocks away we had a delicious meal in a beautiful room,room,"[14, 15]",positive,586
the service was attentive,service,"[1, 2]",positive,587
planet thai is great,planet thai,"[0, 2]",positive,588
we love the food drinks and atmosphere,food,"[3, 4]",positive,589
we love the food drinks and atmosphere,drinks,"[4, 5]",positive,590
we love the food drinks and atmosphere,atmosphere,"[6, 7]",positive,591
the svc can be a bit rude at times esp if you have big group but overall the restaurant is a must,svc,"[1, 2]",negative,592
the svc can be a bit rude at times esp if you have big group but overall the restaurant is a must,restaurant,"[18, 19]",positive,593
try the pad thai it s fabulous and their prices are so cheap,pad thai,"[2, 4]",positive,594
just because it s cheap does not mean the portions are small or the food is nasty it is great,portions,"[9, 10]",positive,595
just because it s cheap does not mean the portions are small or the food is nasty it is great,food,"[14, 15]",positive,596
also the sandwiches nearing 7 didn t come with anything like chips or a side,sandwiches,"[2, 3]",negative,597
also the sandwiches nearing 7 didn t come with anything like chips or a side,sandwiches,"[2, 3]",negative,598
eating in the atmosphere saves it but at your desk it s a very disappointing experience,atmosphere,"[3, 4]",positive,599
chennai garden is my favorite indian restaurant in the city,chennai garden,"[0, 2]",positive,600
they have authentic indian at amazin prices,indian,"[3, 4]",positive,601
they have authentic indian at amazin prices,indian,"[3, 4]",positive,602
this restaurant is vegetarian there are no meat dishes whatsoever,dishes,"[8, 9]",negative,603
the seats are uncomfortable if you are sitting against the wall on wooden benches,seats,"[1, 2]",negative,604
it s a rather cramped and busy restaurant and it closes early,restaurant,"[7, 8]",negative,605
it s a rather cramped and busy restaurant and it closes early,restaurant,"[7, 8]",negative,606
patroon features a nice cigar bar and has great staff,cigar bar,"[4, 6]",positive,607
patroon features a nice cigar bar and has great staff,staff,"[9, 10]",positive,608
the food is tasty and portion sizes are appropriate,food,"[1, 2]",positive,609
the food is tasty and portion sizes are appropriate,portion sizes,"[5, 7]",positive,610
this is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates,restaurant,"[4, 5]",positive,611
not a great place for family or general dining,place,"[3, 4]",negative,612
lloovve this place,place,"[2, 3]",positive,613
food is excellent,food,"[0, 1]",positive,614
fish is so very fresh,fish,"[0, 1]",positive,615
waitstaff are very friendly,waitstaff,"[0, 1]",positive,616
love yuka,yuka,"[1, 2]",positive,617
mermaid inn is an overall good restaurant with really good seafood,seafood,"[10, 11]",positive,618
mermaid inn is an overall good restaurant with really good seafood,mermaid inn,"[0, 2]",positive,619
the menu is limited but almost all of the dishes are excellent,menu,"[1, 2]",negative,620
the menu is limited but almost all of the dishes are excellent,dishes,"[9, 10]",positive,621
the lobster sandwich is good and the spaghetti with scallops and shrimp is great,lobster sandwich,"[1, 3]",positive,622
the lobster sandwich is good and the spaghetti with scallops and shrimp is great,spaghetti with scallops and shrimp,"[7, 12]",positive,623
the service is good and ambience is good for a date or group outing,service,"[1, 2]",positive,624
the service is good and ambience is good for a date or group outing,ambience,"[5, 6]",positive,625
the only fallback on this restaurant is the prices,restaurant,"[5, 6]",negative,626
even though its good seafood the prices are too high,seafood,"[4, 5]",positive,627
even though its good seafood the prices are too high,seafood,"[4, 5]",negative,628
the lobster sandwich is 24 and although it was good it was not nearly enough to warrant that price,lobster sandwich,"[1, 3]",positive,629
the lobster sandwich is 24 and although it was good it was not nearly enough to warrant that price,lobster sandwich,"[1, 3]",negative,630
the lobster sandwich is 24 and although it was good it was not nearly enough to warrant that price,lobster sandwich,"[1, 3]",negative,631
the food was delicious i had a halibut special my husband had steak and the service was top notch,food,"[1, 2]",positive,632
the food was delicious i had a halibut special my husband had steak and the service was top notch,halibut special,"[7, 9]",positive,633
the food was delicious i had a halibut special my husband had steak and the service was top notch,steak,"[12, 13]",positive,634
the food was delicious i had a halibut special my husband had steak and the service was top notch,service,"[15, 16]",positive,635
when my dessert came there was a candle in it not because anyone asked for one but because the waiter must have seen me opening my birthday card and gift and said he knew it was a special occassion of some sort,waiter,"[19, 20]",positive,636
truly the mark of an attentive waiter,waiter,"[6, 7]",positive,637
i highly recommend the restaurant based on our experience last night,restaurant,"[4, 5]",positive,638
we ate at this thai place following the reviews but very unhappy with the foods,foods,"[14, 15]",negative,639
we thought that this place is using too much of msg cooking in the foods,foods,"[14, 15]",negative,640
i recommend the jelly fish drunken chicken and the soupy dumplings certainly the stir fry blue crab,jelly fish,"[3, 5]",positive,641
i recommend the jelly fish drunken chicken and the soupy dumplings certainly the stir fry blue crab,drunken chicken,"[5, 7]",positive,642
i recommend the jelly fish drunken chicken and the soupy dumplings certainly the stir fry blue crab,soupy dumplings,"[9, 11]",positive,643
i recommend the jelly fish drunken chicken and the soupy dumplings certainly the stir fry blue crab,stir fry blue crab,"[13, 17]",positive,644
the food is so cheap and the waiters are nice,food,"[1, 2]",positive,645
the food is so cheap and the waiters are nice,waiters,"[7, 8]",positive,646
have frequented ino for several years and the food remains excellent,food,"[8, 9]",positive,647
cheese plate is a varied delight and great bargain at 10,cheese plate,"[0, 2]",positive,648
cheese plate is a varied delight and great bargain at 10,cheese plate,"[0, 2]",positive,649
cheese plate is a varied delight and great bargain at 10,cheese plate,"[0, 2]",positive,650
the large selection of bruschettas paninis tramezzinis keep the palate from stagnating,bruschettas,"[4, 5]",positive,651
the large selection of bruschettas paninis tramezzinis keep the palate from stagnating,paninis,"[5, 6]",positive,652
the large selection of bruschettas paninis tramezzinis keep the palate from stagnating,tramezzinis,"[6, 7]",positive,653
the asparagus truffle oil parmesan bruschetta is a winner,asparagus truffle oil parmesan bruschetta,"[1, 6]",positive,654
wine list is extensive without being over priced,wine list,"[0, 2]",positive,655
wine list is extensive without being over priced,wine list,"[0, 2]",positive,656
be sure to try the seasonal and always delicious specials,specials,"[9, 10]",positive,657
i loved this place,place,"[3, 4]",positive,658
i almost hesititate to write a review because the atmosphere was so great and i would hate for it too become to crowded,atmosphere,"[9, 10]",positive,659
the food was very good a great deal and the place its self was great,food,"[1, 2]",positive,660
the food was very good a great deal and the place its self was great,food,"[1, 2]",positive,661
the food was very good a great deal and the place its self was great,place,"[10, 11]",positive,662
the wait staff is very freindly they make it feel like you re eating in a freindly little european town,wait staff,"[1, 3]",positive,663
i like cafe noir dont get me wrong it is jsut that the people who work there are evil and incompetent,people,"[13, 14]",negative,664
i like cafe noir dont get me wrong it is jsut that the people who work there are evil and incompetent,cafe noir,"[2, 4]",positive,665
the service was terrible we had to wait for everything and ask several of different people for the same thing before we were allowed to be served,service,"[1, 2]",negative,666
the waitress seems to be more concerned of looking good than actually waitressing,waitress,"[1, 2]",negative,667
after dinner the manager grabbed my boyfriend asked him where are you from maybe you dont know how things work in america and in the end stormed away almost teareyed yelling that tips are the only thing they survive on,manager,"[3, 4]",negative,668
we did tip i guess the model waitress just wanted more and complained to the manager,waitress,"[7, 8]",negative,669
the whole set up is truly unprofessional and i wish cafe noir would get some good staff because despite the current one this is a great place,staff,"[16, 17]",negative,670
the whole set up is truly unprofessional and i wish cafe noir would get some good staff because despite the current one this is a great place,cafe noir,"[10, 12]",positive,671
pizza here is consistently good,pizza,"[0, 1]",positive,672
salads are a delicious way to begin the meal,salads,"[0, 1]",positive,673
you should pass on the calamari,calamari,"[5, 6]",negative,674
decor is charming,decor,"[0, 1]",positive,675
service is average,service,"[0, 1]",neutral,676
what a great place,place,"[3, 4]",positive,677
the ambience was so fun and the prices were great on top of the fact that the food was really tasty,ambience,"[1, 2]",positive,678
the ambience was so fun and the prices were great on top of the fact that the food was really tasty,food,"[17, 18]",positive,679
i would definitely recommend sea if you like thai cuisine,thai cuisine,"[8, 10]",positive,680
i was here a few weeks back and we had the worst customer service experience at a restaurant ever,customer service,"[12, 14]",negative,681
a gentleman maybe the manager came to our table and without so much as a smile or greeting asked for our order,gentleman,"[1, 2]",negative,682
i absolutely loved this place,place,"[4, 5]",positive,683
excellent atmosphere delicious dishes good and friendly service,atmosphere,"[1, 2]",positive,684
excellent atmosphere delicious dishes good and friendly service,dishes,"[3, 4]",positive,685
excellent atmosphere delicious dishes good and friendly service,service,"[7, 8]",positive,686
the wine list is also really nice,wine list,"[1, 3]",positive,687
everything was wonderful food drinks staff mileau,food,"[3, 4]",positive,688
everything was wonderful food drinks staff mileau,drinks,"[4, 5]",positive,689
everything was wonderful food drinks staff mileau,staff,"[5, 6]",positive,690
everything was wonderful food drinks staff mileau,mileau,"[6, 7]",positive,691
i would highly recommend this place,place,"[5, 6]",positive,692
i have been to casimir over 5 times and i have always had a great time there,casimir,"[4, 5]",positive,693
the food is great and reasonably priced,food,"[1, 2]",positive,694
the food is great and reasonably priced,food,"[1, 2]",positive,695
i have tried to make reservations but both times the hostess didn t have my name,hostess,"[10, 11]",negative,696
if the weather is nice try to snag an outside table,outside table,"[9, 11]",positive,697
the staff has been nice but they seemed really stressed and the unisex bathroom needs to be cleaned more often,staff,"[1, 2]",positive,698
the staff has been nice but they seemed really stressed and the unisex bathroom needs to be cleaned more often,staff,"[1, 2]",negative,699
the staff has been nice but they seemed really stressed and the unisex bathroom needs to be cleaned more often,unisex bathroom,"[12, 14]",negative,700
from the spectacular caviar to the hospitable waitstaff i felt like royalty and enjoyed every second of it,caviar,"[3, 4]",positive,701
from the spectacular caviar to the hospitable waitstaff i felt like royalty and enjoyed every second of it,waitstaff,"[7, 8]",positive,702
considering we were the last patrons there and it was after the closing time the waitstaff did not rush us at all and made us feel comfortable and relaxed,waitstaff,"[15, 16]",positive,703
i highly recommend caviar russe to anyone who wants delicious top grade caviar and fantastic service,caviar,"[3, 4]",positive,704
i highly recommend caviar russe to anyone who wants delicious top grade caviar and fantastic service,service,"[15, 16]",positive,705
nice family owned traditional restaurant,restaurant,"[4, 5]",positive,706
fresh ingredients and everything is made to order,ingredients,"[1, 2]",positive,707
friendly staff that actually lets you enjoy your meal and the company you re with,staff,"[1, 2]",positive,708
i found the food to be outstanding particulary the salmon dish i had,food,"[3, 4]",positive,709
i found the food to be outstanding particulary the salmon dish i had,salmon dish,"[9, 11]",positive,710
i also ordered the change mojito which was out of this world,change mojito,"[4, 6]",positive,711
my friends settled for rice dishes but we came back the following day to try the dim sum which was good not outstanding but good,dim sum,"[16, 18]",neutral,712
we ate out in the back patio which is worth it as it s cool and the music is hear well there,back patio,"[5, 7]",positive,713
we ate out in the back patio which is worth it as it s cool and the music is hear well there,music,"[17, 18]",positive,714
overall excellent restaurant,restaurant,"[2, 3]",positive,715
the food was good,food,"[1, 2]",positive,716
the place was nice and calm,place,"[1, 2]",positive,717
but the service was a bit slow,service,"[2, 3]",negative,718
the buffet had a nice selection,buffet,"[1, 2]",positive,719
the food was average or above including some surprising tasty dishes,food,"[1, 2]",positive,720
the food was average or above including some surprising tasty dishes,dishes,"[10, 11]",positive,721
service was also very good,service,"[0, 1]",positive,722
i got an excellent piece of cheesecake and we had several other nice pastries,cheesecake,"[6, 7]",positive,723
i got an excellent piece of cheesecake and we had several other nice pastries,pastries,"[13, 14]",positive,724
i would recommend roxy s for that but not for their food,food,"[11, 12]",negative,725
my son and his girlfriend both wanted cheeseburgers and they were huge,cheeseburgers,"[7, 8]",neutral,726
consequently their burgers fell apart in their hands and made such a mess that they did nt feel like finishing them,burgers,"[2, 3]",negative,727
i had a huge pastrami sandwich on a roll,pastrami sandwich on a roll,"[4, 9]",neutral,728
this place is really trendi but they have forgotten about the most important part of a restaurant the food,food,"[18, 19]",negative,729
this place is really trendi but they have forgotten about the most important part of a restaurant the food,place,"[1, 2]",positive,730
the last two times i ordered from here my food was soo spicy that i could barely eat it and the spice took away from the flavor of the dish,food,"[9, 10]",negative,731
the last two times i ordered from here my food was soo spicy that i could barely eat it and the spice took away from the flavor of the dish,spice,"[21, 22]",negative,732
and the tom kha soup was pathetic,tom kha soup,"[2, 5]",negative,733
if you want good authentic thai this place is not the place to go,thai,"[5, 6]",negative,734
we went here for lunch a couple of weeks ago on a saturday and i was thoroughly impressed with the food,food,"[20, 21]",positive,735
the pesto pizza was excellent thin crust pizza with a nice amount of spicy italian cheese that i d never heard of before,pesto pizza,"[1, 3]",positive,736
the pesto pizza was excellent thin crust pizza with a nice amount of spicy italian cheese that i d never heard of before,spicy italian cheese,"[13, 16]",positive,737
the back garden sitting area is very pleasant where you can see their personal herb garden,back garden sitting area,"[1, 5]",positive,738
we had the lobster sandwich and it was fantastic,lobster sandwich,"[3, 5]",positive,739
my husband said he could ve eaten several more the portion was fine for me he even exclaimed that the french fries were the best he has had,portion,"[10, 11]",positive,740
my husband said he could ve eaten several more the portion was fine for me he even exclaimed that the french fries were the best he has had,french fries,"[20, 22]",positive,741
we had the scallops as an appetizer and they were delicious and the sauce was wonderful,scallops,"[3, 4]",positive,742
we had the scallops as an appetizer and they were delicious and the sauce was wonderful,sauce,"[13, 14]",positive,743
we waited at the bar and had martinis that were just right,martinis,"[7, 8]",positive,744
love the food,food,"[2, 3]",positive,745
it s the only place you can get yummy authentic japanese comfort food,japanese comfort food,"[10, 13]",positive,746
i ve lived in ny for 5 years and this place has it all,place,"[10, 11]",positive,747
great food good size menu great service and an unpretensious setting,food,"[1, 2]",positive,748
great food good size menu great service and an unpretensious setting,menu,"[4, 5]",positive,749
great food good size menu great service and an unpretensious setting,service,"[6, 7]",positive,750
great food good size menu great service and an unpretensious setting,setting,"[10, 11]",positive,751
the dishes offered were unique very tasty and fresh from the lamb sausages sardines with biscuits large whole shrimp to the amazing pistachio ice cream the best and freshest i ve ever had,dishes,"[1, 2]",positive,752
the dishes offered were unique very tasty and fresh from the lamb sausages sardines with biscuits large whole shrimp to the amazing pistachio ice cream the best and freshest i ve ever had,lamb sausages,"[11, 13]",positive,753
the dishes offered were unique very tasty and fresh from the lamb sausages sardines with biscuits large whole shrimp to the amazing pistachio ice cream the best and freshest i ve ever had,sardines with biscuits,"[13, 16]",positive,754
the dishes offered were unique very tasty and fresh from the lamb sausages sardines with biscuits large whole shrimp to the amazing pistachio ice cream the best and freshest i ve ever had,large whole shrimp,"[16, 19]",positive,755
the dishes offered were unique very tasty and fresh from the lamb sausages sardines with biscuits large whole shrimp to the amazing pistachio ice cream the best and freshest i ve ever had,pistachio ice cream,"[22, 25]",positive,756
